chargeDeviceID,reference,name,Latitude,Longitude,subBuildingName,buildingName,buildingNumber,thoroughfare,street,doubleDependantLocality,dependantLocality,town,county,postcode,countryCode,uprn,deviceDescription,locationShortDescription,locationLongDescription,deviceManufacturer,deviceModel,deviceOwnerName,deviceOwnerWebsite,deviceOwnerTelephoneNo,deviceOwnerContactName,deviceControllerName,deviceControllerWebsite,deviceControllerTelephoneNo,deviceControllerContactName,deviceNetworks,chargeDeviceStatus,publishStatus,deviceValidated,dateCreated,dateUpdated,moderated,lastUpdated,lastUpdatedBy,attribution,dateDeleted,paymentRequired,paymentRequiredDetails,subscriptionRequired,subscriptionRequiredDetails,parkingFeesFlag,parkingFeesDetails,parkingFeesUrl,accessRestrictionFlag,accessRestrictionDetails,physicalRestrictionFlag,physicalRestrictionText,onStreetFlag,locationType,bearing,access24Hours,accessMondayFrom,accessMondayTo,accessTuesdayFrom,accessTuesdayTo,accessWednesdayFrom,accessWednesdayTo,accessThursdayFrom,accessThursdayTo,accessFridayFrom,accessFridayTo,accessSaturdayFrom,accessSaturdayTo,accessSundayFrom,accessSundayTo,connector1ID,connector1Type,connector1RatedOutputKW,connector1OutputCurrent,connector1RatedVoltage,connector1ChargeMethod,connector1ChargeMode,connector1TetheredCable,connector1Status,connector1Description,connector1Validated,connector2ID,connector2Type,connector2RatedOutputKW,connector2OutputCurrent,connector2RatedVoltage,connector2ChargeMethod,connector2ChargeMode,connector2TetheredCable,connector2Status,connector2Description,connector2Validated,connector3ID,connector3Type,connector3RatedOutputKW,connector3OutputCurrent,connector3RatedVoltage,connector3ChargeMethod,connector3ChargeMode,connector3TetheredCable,connector3Status,connector3Description,connector3Validated,connector4ID,connector4Type,connector4RatedOutputKW,connector4OutputCurrent,connector4RatedVoltage,connector4ChargeMethod,connector4ChargeMode,connector4TetheredCable,connector4Status,connector4Description,connector4Validated,connector5ID,connector5Type,connector5RatedOutputKW,connector5OutputCurrent,connector5RatedVoltage,connector5ChargeMethod,connector5ChargeMode,connector5TetheredCable,connector5Status,connector5Description,connector5Validated,connector6ID,connector6Type,connector6RatedOutputKW,connector6OutputCurrent,connector6RatedVoltage,connector6ChargeMethod,connector6ChargeMode,connector6TetheredCable,connector6Status,connector6Description,connector6Validated,connector7ID,connector7Type,connector7RatedOutputKW,connector7OutputCurrent,connector7RatedVoltage,connector7ChargeMethod,connector7ChargeMode,connector7TetheredCable,connector7Status,connector7Description,connector7Validated,connector8ID,connector8Type,connector8RatedOutputKW,connector8OutputCurrent,connector8RatedVoltage,connector8ChargeMethod,connector8ChargeMode,connector8TetheredCable,connector8Status,connector8Description,connector8Validated,total_connectors
ac7a21c48f5833b33a5b606b2089e6a9,CM167,NCP Prince Street Car Park,51.45034,-2.596704,,,,,Prince Street,,,Bristol,NA,BS1 4QF,gb,,,,,,,BP-Pulse (POLAR),https://www.chargemasterplc.com,01582 400331,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,BP-Pulse (POLAR),In service,Published,0,04/05/2020 10:33,04/05/2020 10:33,N,,,BP-Pulse (POLAR),n/a,0,,1,,0,,,0,Opening Hours: Monday - Sunday: 24 Hours. Please contact NCP for restrictions or charges that may apply.,0,,,Service station,,1,,,,,,,,,,,,,,,139799,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,139800,Type 2 Mennekes (IEC62196),22,32,400,Three Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
a999c0cab150490ffefb7ce9ec889830,CYC60469,Longwell Green Leisure Centre,51.449065,-2.500966,Aspects Leisure Park ,Longwell Green Leisure Centre,,,Leisure Road,,,Bristol,City of Bristol,BS15 9LA,gb,,Publicly Accessible car park ,Longwell Green Leisure Centre,Situated in the car park behind the leisure centre and near the entrance to the building. Take the first exit off the roundabout on Leisure Road and then first left into the car park.,,,Active Centres,http://www.activecentres.org,0300 333 0300,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,Charge Your Car,In service,Published,0,03/02/2015 11:46,09/09/2015 14:37,N,,,Charge Your Car,n/a,1,,1,,0,,,0,,0,,0,Leisure centre,,,,,,,,,,,,,,,,,124742,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,124743,CCS Type 2 Combo (IEC62196),50,125,400,DC,4,1,In service,,0,124744,Type 2 Mennekes (IEC62196),43,63,400,Three Phase AC,3,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
6928deac51a9dcc1f063ccec46d3c067,CYC60466,Bradley Stoke Leisure Centre,51.535657,-2.545928,,Bradley Stoke Leisure Centre,,,Fiddlers Wood Ln,Bradley Stoke,,Almondsbury,South Gloucestershire,BS32 9BS,gb,,Car park,,,,,Active Centres,http://www.activecentres.org,0300 333 0300,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,Charge Your Car,In service,Published,0,03/02/2015 11:49,09/09/2015 14:37,N,,,Charge Your Car,n/a,1,,1,,0,,,0,,0,,0,Leisure centre,,,,,,,,,,,,,,,,,124745,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,124746,CCS Type 2 Combo (IEC62196),50,125,400,DC,4,1,In service,,0,124747,Type 2 Mennekes (IEC62196),43,63,400,Three Phase AC,3,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
a76a25b08df9964728e96bc8c8720e5d,60467,Memorial Woodlands,51.571359,-2.498436,,Memorial Woodlands,Memorial Woodlands,Earthcott Road,,,,Alveston,South Gloucestershire,BS35 3TA,gb,,,,,DBT,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,Charge Your Car,In service,Published,0,24/08/2015 12:17,24/08/2015 12:17,N,,,Charge Your Car,n/a,0,,0,,0,,,0,,0,,,Public car park,,1,,,,,,,,,,,,,,,126189,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,126190,CCS Type 2 Combo (IEC62196),50,125,400,DC,4,1,In service,,0,126191,Type 2 Mennekes (IEC62196),43,63,400,Three Phase AC,3,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
beab105a740056efe867b95bcb90b82d,CM22571,Cribbs Causeway Retail Park,51.526138,-2.6006,,,,Lysander Road,Patchway,,,Bristol,NA,BS34 5TX,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 15:58,13/05/2020 15:58,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability. Â£0.23 pence per kilowatt and a Minimum charge of Â£1.00,0,,,Other,,1,,,,,,,,,,,,,,,143851,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,143852,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1f13edf5ee75e681fd2b7cf8614ddbe6,CM22573,Longwell Green Leisure Centre,51.448399,-2.50016,,,,Aspects Leisure Park,Leisure Road,,,Bristol,NA,BS15 9LA,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 15:58,13/05/2020 15:58,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,143855,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,143856,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
56e6c4f845217042ee69fd4415b9e14e,CM22575,Portway Park and Ride,51.491173,-2.68935,,,,,A4,,,Bristol,NA,BS11 9QE,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 15:58,12/07/2023 13:57,Y,12/07/2023 14:57,NCR Admin,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability. Â£4.50 for up to 1 hour  Â£5.00 thereafter,0,,,Park & Ride site,,1,,,,,,,,,,,,,,,143857,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,143858,JEVS G105 (CHAdeMO) DC,50,125,400,DC,4,1,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6d27d3a5570b7e00029ae1c2c10d66e2,CM33084,Leigh Court Business Centre,51.46962,-2.659059,,,,,Pill Road,,,Abbots Leigh,NA,BS8 3RA,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:03,13/05/2020 18:03,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,144961,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,144962,Type 2 Mennekes (IEC62196),22,32,400,Three Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
d4430aa7d7bf3f30bb8fedc3e0650700,CM33148,Millennium Square Car Park,51.449326,-2.6002,,,,,Millennium Square,,,Bristol,NA,BS1 5LL,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:03,13/05/2020 18:03,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Retail car park,,1,,,,,,,,,,,,,,,144983,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,144984,Type 2 Mennekes (IEC62196),22,32,400,Three Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
811783f944604d2c336ede66678c3558,CM33149,Avon Fire and Rescue,51.453323,-2.58717,,,,,Temple Back,,,Bristol,NA,BS1 6EU,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:03,13/05/2020 18:03,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Retail car park,,1,,,,,,,,,,,,,,,144985,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,144986,Type 2 Mennekes (IEC62196),22,32,400,Three Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6b249c7c7dc2164a67edeb1e67a36436,CM33162,Create Centre,51.447063,-2.622256,,,,,Smeaton Road,,,Bristol,NA,BS1 6XN,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:03,13/05/2020 18:03,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Retail car park,,1,,,,,,,,,,,,,,,144993,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,144994,Type 2 Mennekes (IEC62196),22,32,400,Three Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3dec3407148ccbc0c48bad5418f5204a,CM42077,Avon & Somerset Police HQ,51.474247,-2.795827,,,,,Valley Road,,,Portishead,NA,BS20 8JJ,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145338,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15ea59726325b343874086194d304bf4,CM42078,Avon & Somerset Police HQ,51.474445,-2.795827,,,,,Valley Road,,,Portishead,NA,BS20 8JJ,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145339,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
59acf66ee9debf6a5e9dcff92994afc2,CM42088,Bristol Airport,51.387398,-2.708267,,,,,Bristol Airport,,,Bristol,NA,BS48 3DY,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145341,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fd534ba27cc20651b56d18ee2317f2fd,CM42093,Bristol Airport,51.387299,-2.708267,,,,,Bristol Airport,,,Bristol,NA,BS48 3DY,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145342,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
c701a997d9bef627835b036efb4eca63,CM42102,City Hall,51.452629,-2.60201,,,,, College Green,,,Bristol,NA,BS1 5TR,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.  Parking restrictions may apply for this site.,0,,,Public car park,,1,,,,,,,,,,,,,,,145343,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3510418ba022e024e342ea5ebff9c756,CM42105,College Street,51.451996,-2.602646,,,,,College Street,,,Bristol,NA,BS1 5UU,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145344,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
36630d466cace25dae4653947bb0fd30,CM42106,Create Centre,51.447262,-2.62225,,,,,Smeaton Road,,,Bristol,NA,BS1 6XN,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145345,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6de0a4c1c7ed5e0e94706e6eb75f4e68,CM42114,Tobacco Factory,51.442638,-2.61318,,,,,Raleigh Road,,,Southville,NA,BS3 1TF,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145346,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
bcbdc857aaf698544556b72de87ca6a3,CM42117,West End Car Park,51.454872,-2.60706,,,,,Berkeley Place,,,Bristol,NA,BS8 1JX,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145347,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5d0e19c6c541acec303211eb3d34ab7f,CM42118,West End Car Park,51.454872,-2.60906,,,,,Berkeley Place,,,Bristol,NA,BS8 1JX,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,14/07/2023 15:33,Y,14/07/2023 16:33,NCR Admin,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,145348,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5c81e23a425043e4d1b3ffd58b6d2125,CM42119,West End Car Park,51.454872,-2.60806,,,,,Berkeley Place,,,Bristol,NA,BS8 1JX,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,13/05/2020 18:04,13/05/2020 18:04,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Retail car park,,1,,,,,,,,,,,,,,,145349,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
775956d3155e418530d2a69d71e34fba,CM42561,Avon & Somerset Police HQ,51.474648,-2.795827,,,,,Valley Road,,,Portishead,NA,BS20 8JJ,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145523,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29e0a1f2cb05332359d74a207ba1cadb,CM42563,City Hall,51.45253,-2.60201,,,,, College Green,,,Bristol,NA,BS1 5TR,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.  Parking restrictions may apply for this site.,0,,,Retail car park,,1,,,,,,,,,,,,,,,145524,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3e6c0191c8371a4abf03b6f9cf49b529,CM42565,City Hall,51.452831,-2.60201,,,,, College Green,,,Bristol,NA,BS1 5TR,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.  Parking restrictions may apply for this site.,0,,,Other,,1,,,,,,,,,,,,,,,145525,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1992b616775bee981f22484f8906ef6c,CM42568,City of Bristol College - ,51.450851,-2.60513,,College Green Centre,,,St Georges Road,,,Bristol,NA,BS1 5UA,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Other,,1,,,,,,,,,,,,,,,145526,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2efdd936737e33835e28cd6724149bfe,CM42569,City of Bristol College,51.450951,-2.60513,,College Green Centre,,,St Georges Road,,,Bristol,NA,BS1 5UA,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,145527,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20517922e9ccaa1c2c3d30d8e47e394a,CM42570,City of Bristol College - ,51.410854,-2.584054,,South Bristol Skills Academy,,The Boulevard,Hengrove Park,,,Bristol,NA,BS14 0DB,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Dealership forecourt,,1,,,,,,,,,,,,,,,145528,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5200e134db3d4bafa200720c976027f1,CM42571,City of Bristol College - ,51.410954,-2.584054,,South Bristol Skills Academy,,The Boulevard,Hengrove Park,,,Bristol,NA,BS14 0DB,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,145529,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ce8ff54cc28466b0b264f0c2b5893287,CM42572,College Street,51.451965,-2.60289,,,,,College Street,,,Bristol,NA,BS1 5UU,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,145530,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5734bb4825668b18cf9482687c0c2b40,CM42573,Create Centre,51.447159,-2.62225,,,,,Smeaton Road,,,Bristol,NA,BS1 6XN,gb,,,,,,,Charge Your Car,http://www.chargeyourcar.org.uk,01912 650500,,BP Pulse,https://www.bpchargemaster.com,01582 400331,,Charge Your Car,In service,Published,0,14/05/2020 10:06,14/05/2020 10:06,N,,,Charge Your Car,n/a,0,,1,,0,,,0,This is a CYC operated charge point that does not provide live availability.,0,,,Public car park,,1,,,,,,,,,,,,,,,145531,Type 2 Mennekes (IEC62196),7,32,230,Single Phase AC,3,0,In service,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
